#------------------------------------------------- WARNING --------------------------------------------
#
# The data you have obtained from this automated Natural Resource Conservation Service
# database are subject to revision regardless of indicated Quality Assurance level.
# Data are released on condition that neither the NRCS nor the United States Government
# may be held liable for any damages resulting from its use.
#
# Help and Tutorials: http://www.wcc.nrcs.usda.gov/report_generator/report_generator_landing.htm
#
# Support Contact: nrcsprod@midatl.service-now.com
#
#------------------------------------------------------------------------------------------------------
#
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 622: Mesa Lakes, CO
#
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation
#
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  K      Estimate            Estimate
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
#
#------------------------------------------------------------------------------------------------------
#
# Mesa Lakes (622)
# Colorado  SNOTEL Site - 10000 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: Mar 15, 2018 5:39:59 AM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1990-10-15,0.0,0.9,59,33,43,0.00
1990-10-16,0.0,0.9,54,30,42,0.20
1990-10-17,0.0,1.1,38,12,27,0.00
1990-10-18,0.0,1.1,51,28,38,0.20
1990-10-19,0.2,1.3,37,24,31,1.10
1990-10-20,1.0,2.4,24,12,19,0.40
1990-10-21,1.4,2.8,43,3,18,0.10
1990-10-22,1.4,2.9,44,14,28,0.00
1990-10-23,1.4,2.9,51,17,30,0.00
1990-10-24,1.4,2.9,54,20,32,0.00
1990-10-25,1.4,2.9,63,23,36,0.00
1990-10-26,1.4,2.9,29,26,27,0.00
1990-10-27,1.4,2.9,57,24,39,0.00
1990-10-28,1.4,2.9,56,30,42,0.00
1990-10-29,1.4,2.9,55,29,39,0.00
1990-10-30,1.4,2.9,53,28,39,0.00
1990-10-31,1.2,2.9,45,28,36,0.10
1990-11-01,1.4,3.0,35,27,31,0.10
1990-11-02,1.4,3.1,31,23,26,0.20
1990-11-03,1.4,3.3,27,10,18,0.00
1990-11-04,1.4,3.3,32,6,19,0.10
1990-11-05,1.5,3.4,35,13,22,0.60
1990-11-06,2.2,4.0,23,8,15,0.20
1990-11-07,2.5,4.2,35,7,19,0.00
1990-11-08,2.5,4.2,32,7,20,0.00
1990-11-09,2.5,4.2,43,13,24,0.00
1990-11-10,2.5,4.2,50,16,28,0.00
1990-11-11,2.2,4.2,56,18,31,0.00
1990-11-12,2.2,4.2,58,25,37,0.00
1990-11-13,2.2,4.2,55,34,40,0.00
1990-11-14,2.2,4.2,52,30,40,0.00
1990-11-15,2.2,4.2,50,26,36,0.00
1990-11-16,2.2,4.2,35,26,32,0.00
1990-11-17,2.2,4.2,51,24,35,0.00
1990-11-18,2.2,4.2,43,23,31,0.00
1990-11-19,2.2,4.2,38,29,33,0.00
1990-11-20,2.2,4.2,33,11,26,0.30
1990-11-21,2.5,4.5,28,2,12,0.00
1990-11-22,2.5,4.5,34,5,16,0.00
1990-11-23,2.5,4.5,47,14,26,0.00
1990-11-24,2.4,4.5,53,20,32,0.00
1990-11-25,2.2,4.5,37,32,35,0.10
1990-11-26,2.2,4.6,29,12,23,1.30
1990-11-27,3.6,5.9,24,6,11,0.20
1990-11-28,4.0,6.1,24,-5,4,0.00
1990-11-29,4.0,6.1,36,-2,22,0.00
1990-11-30,4.0,6.1,33,6,22,0.00
1990-12-01,4.0,6.1,39,0,16,0.10
1990-12-02,4.1,6.2,15,-7,3,0.00
1990-12-03,4.1,6.2,19,-8,5,0.00
1990-12-04,4.0,6.2,46,9,25,0.00
1990-12-05,4.0,6.2,47,9,21,0.00
1990-12-06,3.9,6.2,24,-2,9,0.00
1990-12-07,3.9,6.2,46,7,20,0.00
1990-12-08,3.9,6.2,46,10,22,0.00
1990-12-09,3.8,6.2,41,15,25,0.00
1990-12-10,3.8,6.2,54,19,29,0.00
1990-12-11,3.8,6.2,45,25,31,0.00
1990-12-12,3.8,6.2,29,22,24,0.50
1990-12-13,4.4,6.7,27,20,22,0.90
1990-12-14,5.3,7.6,22,-10,7,0.00
1990-12-15,5.3,7.6,31,-10,15,0.10
1990-12-16,5.4,7.7,27,14,19,0.10
1990-12-17,5.5,7.8,22,3,10,0.00
1990-12-18,5.5,7.8,25,8,14,0.00
1990-12-19,5.6,7.8,22,10,14,0.40
1990-12-20,5.9,8.2,10,6,8,0.40
1990-12-21,6.1,8.6,3,-25,-8,0.00
1990-12-22,6.1,8.6,6,-25,-14,0.00
1990-12-23,6.1,8.6,4,-28,-15,0.10
1990-12-24,6.1,8.7,22,-17,1,0.10
1990-12-25,6.1,8.8,15,-11,2,0.00
1990-12-26,6.1,8.8,19,-3,6,0.00
1990-12-27,6.1,8.8,19,-2,10,0.00
1990-12-28,6.1,8.8,26,15,19,0.00
1990-12-29,6.1,8.8,16,-9,8,0.20
1990-12-30,6.1,9.0,18,-16,4,0.10
1990-12-31,6.1,9.1,33,6,15,0.00
1991-01-01,6.1,9.1,37,11,22,0.00
1991-01-02,6.1,9.1,43,8,20,0.00
1991-01-03,6.1,9.1,33,21,26,0.10
1991-01-04,6.1,9.2,29,19,24,0.80
1991-01-05,6.9,10.0,30,3,18,0.00
1991-01-06,6.9,10.0,32,2,13,0.00
1991-01-07,7.0,10.0,27,15,18,0.00
1991-01-08,7.1,10.0,23,11,17,0.00
1991-01-09,7.1,10.0,29,9,18,0.00
1991-01-10,7.1,10.0,25,11,15,0.00
1991-01-11,7.1,10.0,28,6,12,0.00
1991-01-12,7.1,10.0,40,7,20,0.20
1991-01-13,8.8,10.2,36,16,22,0.40
1991-01-14,9.3,10.6,21,4,14,0.10
1991-01-15,9.3,10.7,22,8,15,0.30
1991-01-16,9.7,11.0,28,0,11,0.00
1991-01-17,9.7,11.0,4,-1,1,0.00
1991-01-18,9.7,11.0,39,3,15,0.00
1991-01-19,9.7,11.0,31,2,17,0.20
1991-01-20,9.9,11.2,21,-8,2,0.00
1991-01-21,9.9,11.2,29,-7,5,0.00
1991-01-22,9.9,11.2,27,-6,7,0.00
1991-01-23,9.9,11.2,20,-3,8,0.00
1991-01-24,9.9,11.2,20,3,11,0.00
1991-01-25,10.0,11.2,29,-5,10,0.00
1991-01-26,10.0,11.2,34,8,17,0.00
1991-01-27,10.0,11.2,32,2,12,0.00
1991-01-28,10.0,11.2,30,3,14,0.10
1991-01-29,10.0,11.3,22,-5,4,0.00
1991-01-30,10.0,11.3,40,-5,12,0.00
1991-01-31,10.0,11.3,8,4,6,0.10
1991-02-01,10.0,11.4,51,9,25,0.00
1991-02-02,10.0,11.4,45,12,28,0.00
1991-02-03,9.9,11.4,39,7,19,0.00
1991-02-04,9.9,11.4,36,7,20,0.00
1991-02-05,9.9,11.4,50,9,22,0.00
1991-02-06,9.9,11.4,47,12,27,0.00
1991-02-07,9.9,11.4,48,22,31,0.00
1991-02-08,9.9,11.4,26,20,22,0.00
1991-02-09,9.9,11.4,47,9,22,0.00
1991-02-10,9.9,11.4,44,10,22,0.00
1991-02-11,9.9,11.4,49,8,21,0.00
1991-02-12,9.9,11.4,45,10,25,0.00
1991-02-13,9.9,11.4,26,16,22,0.00
1991-02-14,9.9,11.4,45,8,21,0.00
1991-02-15,9.9,11.4,52,13,29,0.00
1991-02-16,10.0,11.4,36,24,28,0.80
1991-02-17,10.7,12.2,39,10,20,0.40
1991-02-18,11.1,12.6,21,-4,9,0.00
1991-02-19,11.1,12.6,29,-5,11,0.10
1991-02-20,11.2,12.7,41,7,20,0.00
1991-02-21,11.2,12.7,49,6,23,0.00
1991-02-22,11.2,12.7,48,15,30,0.00
1991-02-23,11.2,12.7,47,12,26,0.00
1991-02-24,11.2,12.7,33,-6,14,0.00
1991-02-25,11.2,12.7,32,-5,11,0.00
1991-02-26,11.2,12.7,41,0,15,0.00
1991-02-27,11.2,12.7,39,2,20,0.10
1991-02-28,11.3,12.8,29,21,24,0.50
1991-03-01,11.8,13.3,31,20,24,0.80
1991-03-02,12.6,14.1,26,14,21,0.30
1991-03-03,12.9,14.4,36,12,24,0.10
1991-03-04,13.0,14.5,37,25,30,0.10
1991-03-05,13.1,14.6,36,14,27,0.60
1991-03-06,13.6,15.2,27,2,12,0.10
1991-03-07,13.7,15.3,24,-3,7,0.00
1991-03-08,13.7,15.3,11,-1,1,0.00
1991-03-09,13.7,15.3,42,-8,23,0.20
1991-03-10,13.8,15.5,32,24,28,0.10
1991-03-11,13.9,15.6,26,24,25,0.80
1991-03-12,14.6,16.4,34,0,16,0.00
1991-03-13,14.6,16.4,37,-4,17,0.10
1991-03-14,14.8,16.5,27,14,18,0.20
1991-03-15,15.0,16.7,31,11,19,0.30
1991-03-16,15.2,17.0,40,6,18,0.00
1991-03-17,15.2,17.0,41,0,20,0.10
1991-03-18,15.3,17.1,44,13,27,0.00
1991-03-19,15.3,17.1,45,18,27,0.40
1991-03-20,15.6,17.5,20,15,16,0.00
1991-03-21,15.7,17.5,28,9,17,0.30
1991-03-22,15.9,17.8,34,9,19,0.20
1991-03-23,16.1,18.0,40,9,24,0.10
1991-03-24,16.1,18.1,46,23,32,0.10
1991-03-25,16.1,18.2,33,22,29,0.00
1991-03-26,16.1,18.2,22,17,21,0.70
1991-03-27,16.9,18.9,38,-1,16,0.00
1991-03-28,16.9,18.9,33,0,15,0.20
1991-03-29,16.9,19.1,22,4,14,0.70
1991-03-30,17.5,19.8,41,0,17,0.00
1991-03-31,17.5,19.8,51,2,26,0.10
1991-04-01,17.5,19.9,50,19,33,0.40
1991-04-02,17.8,20.3,44,20,28,0.10
1991-04-03,17.9,20.4,47,17,29,0.00
1991-04-04,17.9,20.4,56,14,34,0.00
1991-04-05,17.8,20.4,58,23,42,0.00
1991-04-06,17.6,20.4,58,23,42,0.00
1991-04-07,17.6,20.4,50,20,36,0.30
1991-04-08,17.6,20.7,41,8,20,0.00
1991-04-09,17.7,20.7,47,2,25,0.20
1991-04-10,17.9,20.9,37,12,25,0.20
1991-04-11,18.1,21.1,32,7,13,0.10
1991-04-12,18.2,21.2,33,0,15,0.20
1991-04-13,18.3,21.4,32,-3,13,0.20
1991-04-14,18.5,21.6,39,5,22,0.10
1991-04-15,18.5,21.7,46,21,33,0.10
1991-04-16,18.5,21.8,51,30,38,0.00
1991-04-17,18.5,21.8,48,27,36,0.00
1991-04-18,18.2,21.8,46,16,31,0.00
1991-04-19,18.1,21.8,49,13,30,0.00
1991-04-20,17.9,21.8,52,22,38,0.00
1991-04-21,17.7,21.8,48,19,32,0.00
1991-04-22,17.6,21.8,43,17,29,0.60
1991-04-23,18.0,22.4,47,17,28,0.10
1991-04-24,18.2,22.5,53,14,33,0.10
1991-04-25,18.2,22.6,33,29,31,0.20
1991-04-26,18.4,22.8,42,9,20,0.00
1991-04-27,18.7,22.8,38,5,17,0.80
1991-04-28,19.1,23.6,33,10,18,0.30
1991-04-29,19.4,23.9,40,7,23,0.40
1991-04-30,19.8,24.3,40,6,23,0.00
1991-05-01,19.9,24.3,52,22,37,0.00
1991-05-02,19.9,24.3,47,24,34,0.00
1991-05-03,19.9,24.3,45,20,28,0.00
1991-05-04,20.1,24.3,43,16,25,0.20
1991-05-05,20.1,24.5,44,11,28,0.10
1991-05-06,20.2,24.6,53,21,38,0.10
1991-05-07,19.9,24.7,51,26,36,0.00
1991-05-08,19.9,24.7,58,30,45,0.00
1991-05-09,19.0,24.7,54,38,45,0.00
1991-05-10,18.3,24.7,57,35,44,0.00
1991-05-11,17.3,24.7,51,27,38,0.00
1991-05-12,16.5,24.7,46,22,32,0.00
1991-05-13,15.7,24.7,55,23,41,0.00
1991-05-14,14.8,24.7,56,28,41,0.00
1991-05-15,13.6,24.7,44,21,30,0.80
1991-05-16,14.3,25.5,53,28,35,0.10
1991-05-17,14.2,25.6,60,30,44,0.00
1991-05-18,13.5,25.6,59,38,48,0.00
1991-05-19,12.2,25.6,60,38,48,0.00
1991-05-20,10.7,25.6,58,31,45,0.00
1991-05-21,9.8,25.6,54,31,41,0.00
1991-05-22,9.0,25.6,54,31,41,0.00
1991-05-23,8.2,25.6,50,29,37,0.00
1991-05-24,7.7,25.6,49,28,38,0.10
1991-05-25,7.3,25.7,60,30,44,0.00
1991-05-26,6.2,25.7,59,36,47,0.00
1991-05-27,4.7,25.7,56,35,46,0.00
1991-05-28,3.1,25.7,54,29,41,0.00
1991-05-29,2.2,25.7,56,26,44,0.00
1991-05-30,1.7,25.7,52,35,43,0.10
1991-05-31,1.3,25.8,51,32,42,0.00
1991-06-01,0.7,25.8,40,29,34,0.00
1991-06-02,0.0,25.8,45,29,34,0.20
1991-06-03,0.0,26.0,44,32,37,0.20
1991-06-04,0.0,26.2,58,33,45,0.00
1991-06-05,0.0,26.2,59,37,47,0.10
1991-06-06,0.0,26.3,55,35,44,0.00
1991-06-07,0.0,26.3,60,34,48,0.00
1991-06-08,0.0,26.3,65,32,50,0.00
1991-06-09,0.0,26.3,67,33,50,0.00
1991-06-10,0.0,26.3,61,35,49,0.00
1991-06-11,0.0,26.3,66,35,52,0.00
1991-06-12,0.0,26.3,66,36,50,0.60
1991-06-13,0.0,26.9,62,36,49,0.10
1991-06-14,0.0,27.0,56,38,46,0.20
1991-06-15,0.0,27.2,57,32,47,0.00
1991-06-16,0.0,27.2,66,41,52,0.00
1991-06-17,0.0,27.2,68,41,54,0.00
1991-06-18,0.0,27.2,67,44,56,0.00
1991-06-19,0.0,27.2,64,46,55,0.00
1991-06-20,0.0,27.2,67,36,52,0.00
1991-06-21,0.0,27.2,67,38,53,0.00
1991-06-22,0.0,27.2,64,38,52,0.00
1991-06-23,0.0,27.2,67,38,53,0.00
1991-06-24,0.0,27.2,66,38,54,0.00
1991-06-25,0.0,27.2,61,46,53,0.00
1991-06-26,0.0,27.2,60,42,51,0.00
1991-06-27,0.0,27.2,62,44,53,0.00
1991-06-28,0.0,27.2,66,46,55,0.00
1991-06-29,0.0,27.2,63,46,53,0.00
1991-06-30,0.0,27.2,64,38,49,0.00
1991-07-01,0.0,27.2,68,33,53,0.00
1991-07-02,0.0,27.2,71,40,55,0.00
1991-07-03,0.0,27.2,68,40,54,0.00
1991-07-04,0.0,27.2,72,42,58,0.00
1991-07-05,0.0,27.2,76,42,60,0.10
1991-07-06,0.0,27.3,77,52,62,0.00
1991-07-07,0.0,27.3,71,47,58,0.00
1991-07-08,0.0,27.3,66,45,52,0.40
1991-07-09,0.0,27.7,64,45,53,0.00
1991-07-10,0.0,27.7,63,40,51,0.00
1991-07-11,0.0,27.7,63,37,50,0.00
1991-07-12,0.0,27.7,58,41,44,0.00
1991-07-13,0.0,27.7,68,39,56,0.00
1991-07-14,0.0,27.7,71,46,57,0.00
1991-07-15,0.0,27.7,72,45,55,0.00
1991-07-16,0.0,27.7,60,45,48,0.10
1991-07-17,0.0,27.8,60,45,48,0.00
1991-07-18,0.0,27.8,69,45,55,0.00
1991-07-19,0.0,27.8,66,43,54,0.00
1991-07-20,0.0,27.8,52,44,47,0.30
1991-07-21,0.0,28.1,62,42,51,0.00
1991-07-22,0.0,28.1,65,40,50,0.10
1991-07-23,0.0,28.2,68,38,51,0.00
1991-07-24,0.0,28.2,63,41,50,0.20
1991-07-25,0.0,28.4,64,40,51,0.00
1991-07-26,0.0,28.4,65,39,49,0.00
1991-07-27,0.0,28.4,66,38,52,0.00
1991-07-28,0.0,28.4,71,40,55,0.00
1991-07-29,0.0,28.4,71,41,57,0.00
1991-07-30,0.0,28.4,71,44,57,0.00
1991-07-31,0.0,28.4,70,43,56,0.00
1991-08-01,0.0,28.4,62,45,53,0.10
1991-08-02,0.0,28.5,61,42,50,0.50
1991-08-03,0.0,29.0,60,41,49,0.10
1991-08-04,0.0,29.1,65,43,52,0.00
1991-08-05,0.0,29.1,67,40,52,0.00
1991-08-06,0.0,29.1,57,40,46,0.20
1991-08-07,0.0,29.3,67,41,53,0.00
1991-08-08,0.0,29.3,47,38,40,0.00
1991-08-09,0.0,29.3,66,42,52,0.20
1991-08-10,0.0,29.5,70,47,56,0.00
1991-08-11,0.0,29.5,67,45,54,0.00
1991-08-12,0.0,29.5,57,44,49,0.20
1991-08-13,0.0,29.7,66,40,50,0.00
1991-08-14,0.0,29.7,71,40,55,0.00
1991-08-15,0.0,29.7,67,44,52,0.00
1991-08-16,0.0,29.7,69,41,54,0.00
1991-08-17,0.0,29.7,70,43,55,0.00
1991-08-18,0.0,29.7,68,42,51,0.00
1991-08-19,0.0,29.7,64,42,50,0.00
1991-08-20,0.0,29.7,67,40,51,0.00
1991-08-21,0.0,29.7,74,40,55,0.00
1991-08-22,0.0,29.7,69,43,54,0.00
1991-08-23,0.0,29.7,69,43,53,0.10
1991-08-24,0.0,29.8,68,46,55,0.00
1991-08-25,0.0,29.8,70,42,56,0.00
1991-08-26,0.0,29.8,71,48,56,0.00
1991-08-27,0.0,29.8,53,45,49,0.00
1991-08-28,0.0,29.8,66,43,53,0.00
1991-08-29,0.0,29.8,71,39,53,0.00
1991-08-30,0.0,29.8,72,40,55,0.00
1991-08-31,0.0,29.8,70,44,55,0.00
1991-09-01,0.0,29.8,65,42,52,0.10
1991-09-02,0.0,29.9,68,39,50,0.00
1991-09-03,0.0,29.9,66,41,52,0.00
1991-09-04,0.0,29.9,67,47,53,0.00
1991-09-05,0.0,29.9,66,39,52,0.10
1991-09-06,0.0,30.0,53,41,46,0.00
1991-09-07,0.0,30.0,44,39,42,0.90
1991-09-08,0.0,30.9,42,37,39,0.40
1991-09-09,0.0,31.3,61,37,49,0.00
1991-09-10,0.0,31.3,58,39,45,0.00
1991-09-11,0.0,31.3,55,34,44,0.10
1991-09-12,0.0,31.4,56,37,43,0.10
1991-09-13,0.0,31.5,53,33,39,0.00
1991-09-14,0.0,31.5,56,29,41,0.10
1991-09-15,0.0,31.6,48,21,32,0.00
1991-09-16,0.0,31.6,56,25,38,0.00
1991-09-17,0.0,31.6,61,28,43,0.00
1991-09-18,0.0,31.6,59,31,41,0.00
1991-09-19,0.0,31.6,59,29,42,0.00
1991-09-20,0.0,31.6,60,34,45,0.00
1991-09-21,0.0,31.6,64,37,48,0.00
1991-09-22,0.0,31.6,62,29,43,0.00
1991-09-23,0.0,31.6,63,32,44,0.00
1991-09-24,0.0,31.6,60,29,42,0.00
1991-09-25,0.0,31.6,66,30,46,0.00
1991-09-26,0.0,31.6,66,32,47,0.00
1991-09-27,0.0,31.6,61,35,45,0.00
1991-09-28,0.0,31.6,62,41,47,0.00
1991-09-29,0.0,31.6,58,35,44,0.20
1991-09-30,0.0,31.8,57,31,40,0.00
1991-10-01,0.0,0.0,61,31,42,0.00
1991-10-02,0.0,0.0,60,31,42,0.00
1991-10-03,0.0,0.0,63,33,45,0.00
1991-10-04,0.0,0.0,43,25,32,0.00
1991-10-05,0.0,0.0,53,22,35,0.00
1991-10-06,0.0,0.0,60,26,39,0.00
1991-10-07,0.0,0.0,63,28,44,0.00
1991-10-08,0.0,0.0,40,36,38,0.00
1991-10-09,0.0,0.0,64,31,44,0.00
1991-10-10,0.0,0.0,68,31,46,0.00
1991-10-11,0.0,0.0,66,32,45,0.00
1991-10-12,0.0,0.0,64,32,47,0.00
1991-10-13,0.0,0.0,59,34,43,0.00
1991-10-14,0.0,0.0,54,26,39,0.00
1991-10-15,0.0,0.0,61,30,42,0.00
1991-10-16,0.0,0.0,67,34,48,0.00
1991-10-17,0.0,0.0,63,36,46,0.00
1991-10-18,0.0,0.0,58,32,42,0.00
1991-10-19,0.0,0.0,55,28,37,0.00
1991-10-20,0.0,0.0,56,26,38,0.00
1991-10-21,0.0,0.0,54,28,41,0.00
1991-10-22,0.0,0.0,49,29,38,0.00
1991-10-23,0.0,0.0,38,29,33,1.30
1991-10-24,1.1,1.3,37,20,27,0.60
1991-10-25,1.5,1.9,31,22,27,0.10
1991-10-26,1.6,2.0,41,25,32,0.10
1991-10-27,1.5,2.1,39,21,30,0.60
1991-10-28,2.1,2.7,21,1,12,0.30
1991-10-29,2.4,3.0,18,2,12,0.50
1991-10-30,2.8,3.5,24,9,15,0.10
1991-10-31,3.0,3.6,26,-4,11,0.10
1991-11-01,3.0,3.7,29,13,19,0.50
1991-11-02,3.6,4.2,20,-10,5,0.10
1991-11-03,3.7,4.3,0,-12,-10,0.10
1991-11-04,3.7,4.4,42,2,22,0.10
1991-11-05,3.8,4.5,47,22,30,0.00
1991-11-06,3.8,4.5,36,29,32,0.20
1991-11-07,4.0,4.7,31,26,28,0.10
1991-11-08,4.0,4.8,51,13,31,0.10
1991-11-09,4.1,4.9,53,27,37,0.00
1991-11-10,4.1,4.9,39,29,33,0.00
1991-11-11,4.2,4.9,43,20,31,0.00
1991-11-12,4.2,4.9,55,15,31,0.00
1991-11-13,4.2,4.9,51,22,34,0.00
1991-11-14,4.2,4.9,36,26,29,1.10
1991-11-15,5.2,6.0,33,21,27,0.60
1991-11-16,5.9,6.6,34,16,23,0.00
1991-11-17,5.9,6.6,14,10,12,0.40
1991-11-18,6.3,7.0,24,13,19,0.80
1991-11-19,7.3,7.8,24,1,10,0.00
1991-11-20,7.3,7.8,42,6,24,0.10
1991-11-21,7.4,7.9,32,8,23,0.30
1991-11-22,7.7,8.2,20,-3,7,0.20
1991-11-23,7.9,8.4,22,-11,3,0.00
1991-11-24,8.0,8.4,37,6,22,0.50
1991-11-25,8.5,8.9,35,15,22,0.00
1991-11-26,8.5,8.9,32,22,26,0.00
1991-11-27,8.5,8.9,36,25,29,0.00
1991-11-28,8.5,8.9,32,10,22,0.00
1991-11-29,8.5,8.9,20,6,12,0.10
1991-11-30,8.7,9.0,20,-2,6,0.00
1991-12-01,8.7,9.0,21,-6,4,0.00
1991-12-02,8.7,9.0,15,2,8,0.20
1991-12-03,8.8,9.2,30,-5,10,0.10
1991-12-04,8.8,9.3,47,11,23,0.00
1991-12-05,8.7,9.3,42,8,21,0.00
1991-12-06,8.7,9.3,47,20,29,0.00
1991-12-07,8.6,9.3,39,20,27,0.00
1991-12-08,8.5,9.3,36,5,20,0.00
1991-12-09,8.4,9.3,35,6,20,0.00
1991-12-10,8.4,9.3,40,14,26,0.20
1991-12-11,8.6,9.5,32,9,24,0.10
1991-12-12,8.6,9.6,10,3,6,0.00
1991-12-13,8.6,9.6,22,0,11,0.00
1991-12-14,8.6,9.6,36,9,18,0.00
1991-12-15,8.6,9.6,39,12,21,0.00
1991-12-16,8.6,9.6,28,19,25,0.00
1991-12-17,8.6,9.6,40,15,26,0.00
1991-12-18,8.6,9.6,37,17,26,0.40
1991-12-19,8.7,10.0,30,9,20,0.10
1991-12-20,8.8,10.1,35,9,19,0.00
1991-12-21,8.8,10.1,38,7,18,0.00
1991-12-22,8.8,10.1,25,2,12,0.00
1991-12-23,8.8,10.1,38,2,13,0.00
1991-12-24,8.8,10.1,36,2,13,0.00
1991-12-25,8.8,10.1,35,5,17,0.00
1991-12-26,8.8,10.1,38,7,17,0.00
1991-12-27,8.8,10.1,38,2,15,0.00
1991-12-28,8.8,10.1,34,16,22,0.10
1991-12-29,8.9,10.2,24,12,18,0.10
1991-12-30,8.9,10.3,29,9,17,0.00
1991-12-31,9.0,10.3,27,9,14,0.10
1992-01-01,9.1,10.4,22,-3,7,0.00
1992-01-02,9.1,10.4,36,-2,10,0.10
1992-01-03,9.1,10.5,38,17,26,0.10
1992-01-04,9.3,10.6,26,15,20,0.20
1992-01-05,9.5,10.8,33,13,21,0.10
1992-01-06,9.6,10.9,33,13,22,0.30
1992-01-07,9.9,11.2,19,10,13,0.30
1992-01-08,10.2,11.5,20,0,8,0.00
1992-01-09,10.1,11.5,31,-1,11,0.10
1992-01-10,10.1,11.6,40,8,20,0.00
1992-01-11,10.1,11.6,39,5,23,0.00
1992-01-12,10.1,11.6,24,-2,8,0.00
1992-01-13,10.1,11.6,22,-7,5,0.00
1992-01-14,10.2,11.6,20,5,10,0.10
1992-01-15,10.3,11.7,18,-10,5,0.00
1992-01-16,10.3,11.7,41,5,17,0.00
1992-01-17,10.3,11.7,39,-1,15,0.00
1992-01-18,10.3,11.7,34,-4,9,0.00
1992-01-19,10.3,11.7,36,1,14,0.00
1992-01-20,10.3,11.7,13,7,9,0.00
1992-01-21,10.3,11.7,40,2,15,0.00
1992-01-22,10.3,11.7,28,-1,8,0.00
1992-01-23,10.3,11.7,31,0,15,0.10
1992-01-24,10.3,11.8,46,12,23,0.00
1992-01-25,10.3,11.8,45,10,28,0.00
1992-01-26,10.3,11.8,46,11,23,0.00
1992-01-27,10.2,11.8,42,9,19,0.00
1992-01-28,10.2,11.8,48,8,21,0.00
1992-01-29,10.2,11.8,14,10,11,0.00
1992-01-30,10.2,11.8,47,13,25,0.00
1992-01-31,10.2,11.8,50,13,27,0.00
1992-02-01,10.2,11.8,48,11,26,0.00
1992-02-02,10.2,11.8,42,10,22,0.00
1992-02-03,10.2,11.8,36,11,22,0.00
1992-02-04,10.2,11.8,39,4,16,0.00
1992-02-05,10.2,11.8,35,1,14,0.00
1992-02-06,10.2,11.8,37,6,18,0.00
1992-02-07,10.2,11.8,44,8,24,0.10
1992-02-08,10.3,11.9,30,19,22,0.00
1992-02-09,10.4,11.9,38,17,23,0.00
1992-02-10,10.4,11.9,33,18,22,0.50
1992-02-11,10.8,12.4,28,16,21,0.20
1992-02-12,11.1,12.6,34,18,22,0.20
1992-02-13,11.3,12.8,26,20,23,0.90
1992-02-14,12.2,13.7,28,10,19,0.00
1992-02-15,12.2,13.7,26,14,18,0.00
1992-02-16,12.3,13.7,28,10,17,0.50
1992-02-17,12.7,14.2,27,2,12,0.10
1992-02-18,12.8,14.3,33,0,12,0.00
1992-02-19,12.8,14.3,38,-4,17,0.10
1992-02-20,12.8,14.4,36,16,25,0.20
1992-02-21,13.0,14.6,35,12,24,0.00
1992-02-22,13.0,14.6,36,11,23,0.20
1992-02-23,13.2,14.8,24,2,15,0.00
1992-02-24,13.2,14.8,32,1,16,0.00
1992-02-25,13.2,14.8,29,3,18,0.00
1992-02-26,13.2,14.8,37,1,18,0.00
1992-02-27,13.2,14.8,41,12,24,0.00
1992-02-28,13.2,14.8,47,11,26,0.10
1992-02-29,13.2,14.9,46,20,32,0.00
1992-03-01,13.2,14.9,46,19,30,0.00
1992-03-02,13.2,14.9,45,25,32,0.10
1992-03-03,13.3,15.0,41,23,28,0.70
1992-03-04,14.1,15.7,29,21,24,1.80
1992-03-05,15.9,17.5,32,18,25,0.70
